class,ag_004,ah_000,av_000,ay_008,az_001,ba_008,bk_000,bs_000,ca_000,cg_000,cm_000,cs_004,cv_000,de_000,do_000
473,neg,136.0,1362466.0,5116.0,393934.0,15114.0,0.0,672140.0,204800.0,36324.0,114.0,0.0,224586.0,2564734.0,120.0,38020.0
475,neg,304.0,2785110.0,1064.0,1428640.0,1120.0,0.0,100460.0,8340.0,3404.0,104.0,972.0,395526.0,5290724.0,166.0,63210.0
483,neg,18294.0,1231286.0,420.0,70348.0,946.0,226.0,247720.0,70420.0,34636.0,80.0,0.0,64404.0,862196.0,194.0,37888.0
485,neg,446.0,1253438.0,1654.0,507600.0,12688.0,22258.0,245380.0,146400.0,36766.0,150.0,0.0,1019260.0,1044548.0,406.0,36314.0
487,neg,9228.0,1745558.0,464.0,559318.0,3920.0,3890.0,297160.0,104520.0,45768.0,80.0,656.0,198234.0,3147660.0,106.0,33054.0
489,neg,1306.0,1010174.0,958.0,1112.0,2286.0,226.0,276660.0,215580.0,104226.0,192.0,0.0,91992.0,1335718.0,240.0,12594.0
491,neg,139290.0,1792400.0,224.0,241676.0,664.0,184.0,143140.0,57520.0,53164.0,96.0,0.0,237808.0,3347250.0,156.0,58056.0
492,neg,25862.0,1889806.0,20416.0,10.0,1076.0,13056.0,302980.0,15240.0,380.0,132.0,0.0,287250.0,634134.0,668.0,33944.0
493,neg,9460.0,4194146.0,12122.0,3169542.0,1914.0,12650.0,198100.0,72400.0,26790.0,94.0,0.0,724366.0,7227162.0,946.0,89604.0
494,neg,118020.0,9941240.0,19480.0,3355936.0,6250.0,910.0,213200.0,154820.0,74340.0,418.0,0.0,1383934.0,15940004.0,1222.0,267424.0
495,neg,41106.0,979072.0,1130.0,832802.0,266.0,12.0,188400.0,145020.0,96812.0,66.0,0.0,229154.0,1795826.0,234.0,24566.0
497,neg,1978.0,1503658.0,3116.0,12.0,1760.0,2304.0,398860.0,5420.0,111938.0,204.0,0.0,419538.0,924036.0,210.0,18348.0
499,neg,7586.0,1147668.0,1204.0,162996.0,4564.0,5088.0,162660.0,30740.0,26414.0,156.0,0.0,128302.0,2072752.0,50.0,29002.0
500,neg,5156.0,1308588.0,7826.0,618926.0,1490.0,40.0,312240.0,164700.0,47144.0,28.0,0.0,66558.0,2064882.0,458.0,32540.0
501,neg,1796.0,1083672.0,240.0,442012.0,486.0,0.0,205320.0,6580.0,3182.0,30.0,0.0,73502.0,2193728.0,152.0,34294.0
503,neg,803162.0,5345374.0,0.0,1441198.0,1728.0,0.0,174200.0,156660.0,98222.0,42.0,0.0,1095592.0,3246792.0,0.0,0.0
504,neg,1188.0,1106166.0,2538.0,138.0,2906.0,280.0,347200.0,44320.0,13760.0,106.0,0.0,147148.0,913552.0,366.0,36250.0
511,neg,57404.0,1122604.0,1540.0,209014.0,390.0,9160.0,265080.0,152220.0,115798.0,76.0,0.0,123518.0,1892758.0,124.0,16666.0
515,neg,1246.0,1041416.0,2864.0,58606.0,1442.0,0.0,366620.0,211560.0,80676.0,178.0,0.0,88976.0,1471692.0,324.0,18586.0
516,neg,70278.0,1310302.0,776.0,513442.0,2562.0,17508.0,262780.0,119760.0,43942.0,94.0,982.0,225682.0,2246150.0,914.0,32520.0
519,neg,1927084.0,3041512.0,796.0,6084186.0,2620.0,170582.0,236440.0,122360.0,54056.0,116.0,1132.0,302172.0,5615036.0,2374.0,22152.0
521,neg,184.0,1373084.0,438.0,1046356.0,528.0,54.0,141020.0,78020.0,57778.0,202.0,884.0,152610.0,2033370.0,178.0,46806.0
523,neg,23900.0,1180530.0,282.0,50348.0,282.0,0.0,197120.0,57480.0,32742.0,78.0,0.0,70924.0,2331798.0,212.0,36360.0
524,neg,68252.0,1403804.0,336.0,446138.0,5718.0,0.0,207540.0,184740.0,93912.0,80.0,0.0,101108.0,2806206.0,260.0,41560.0
527,neg,8144.0,1351580.0,1086.0,1979516.0,762.0,0.0,305380.0,178140.0,64270.0,218.0,0.0,250036.0,1969772.0,482.0,36282.0
528,neg,890.0,2124668.0,650.0,561720.0,3692.0,712.0,198800.0,172560.0,79446.0,140.0,0.0,178366.0,4557744.0,338.0,70174.0
532,neg,232236.0,2213184.0,872.0,788884.0,652.0,23324.0,226640.0,131360.0,43164.0,278.0,0.0,212450.0,5170448.0,952.0,53074.0
533,neg,1794.0,910660.0,2310.0,129618.0,796.0,23402.0,316160.0,182340.0,99416.0,74.0,0.0,97538.0,1721220.0,208.0,16078.0
535,neg,4892.0,1024546.0,534.0,4.0,672.0,0.0,174040.0,14600.0,6700.0,112.0,0.0,88438.0,2041710.0,400.0,44180.0
537,neg,68812.0,1183564.0,700.0,171926.0,6796.0,0.0,225200.0,103760.0,54724.0,78.0,0.0,135338.0,1528764.0,1466.0,30802.0
539,neg,202.0,1315270.0,1010.0,900668.0,3068.0,4.0,226240.0,171620.0,81594.0,56.0,0.0,299784.0,1153256.0,100.0,34674.0
540,neg,292802.0,727468.0,304.0,656110.0,1032.0,0.0,181440.0,55920.0,61670.0,30.0,0.0,49138.0,1338976.0,118.0,9040.0
544,neg,38428.0,1455958.0,6544.0,1639368.0,1102.0,566.0,250840.0,7940.0,118926.0,182.0,0.0,353150.0,1781708.0,76.0,14642.0
547,neg,82.0,1273616.0,292.0,1002752.0,358.0,0.0,170980.0,67220.0,43762.0,118.0,0.0,234526.0,2508768.0,290.0,38602.0
548,neg,28268.0,1577654.0,754.0,0.0,680.0,16.0,241920.0,13740.0,6908.0,194.0,952.0,175768.0,28802.0,204.0,12.0
557,neg,1330.0,1241484.0,1888.0,112670.0,1326.0,868.0,230700.0,7080.0,640.0,68.0,0.0,122828.0,1878242.0,340.0,17826.0
558,neg,12330.0,3363874.0,470.0,356492.0,476.0,0.0,92240.0,6220.0,5950.0,90.0,836.0,582650.0,5962450.0,196.0,63156.0
559,neg,58802.0,2145436.0,988.0,0.0,1936.0,0.0,127200.0,57480.0,45362.0,128.0,550.0,150058.0,3447380.0,270.0,59242.0
561,neg,4714.0,1010602.0,1432.0,477956.0,3050.0,94.0,281140.0,233040.0,100364.0,104.0,0.0,94466.0,1593212.0,230.0,18464.0
562,neg,9978.0,785370.0,150.0,587778.0,480.0,0.0,239140.0,97720.0,98982.0,52.0,0.0,66374.0,1666916.0,418.0,20216.0
563,neg,36784.0,1087134.0,170.0,147754.0,438.0,1432.0,128720.0,36300.0,28662.0,68.0,0.0,67622.0,1989304.0,84.0,64338.0
564,neg,9980.0,1021816.0,2102.0,0.0,774.0,6718.0,234140.0,189220.0,111706.0,60.0,0.0,143064.0,1852398.0,360.0,14904.0
566,neg,896906.0,1179272.0,304.0,1368194.0,2682.0,67360.0,192620.0,143700.0,77528.0,488.0,670.0,67786.0,2848380.0,692.0,14314.0
569,neg,803162.0,5345374.0,2636.0,1441198.0,1728.0,0.0,174200.0,156660.0,98222.0,42.0,0.0,1095592.0,3246792.0,780.0,247446.0
571,neg,256.0,2390982.0,2542.0,206826.0,2512.0,0.0,160500.0,94080.0,63784.0,106.0,0.0,201146.0,4352428.0,276.0,71296.0
576,neg,1232472.0,2846942.0,526.0,4860220.0,2380.0,10670.0,291460.0,134440.0,41664.0,212.0,1480.0,3048120.0,4780862.0,2458.0,19518.0
580,neg,171060.0,1373888.0,338.0,463556.0,1224.0,0.0,256940.0,152640.0,77628.0,90.0,0.0,163104.0,2413042.0,176.0,34728.0
581,neg,322320.0,1109612.0,636.0,1000150.0,222.0,0.0,251360.0,121980.0,54882.0,58.0,0.0,118728.0,1171246.0,390.0,30780.0
583,neg,452918.0,1110544.0,348.0,573014.0,522.0,13110.0,137380.0,39640.0,37344.0,68.0,0.0,134022.0,2075458.0,262.0,18324.0
584,neg,43244.0,1326214.0,292.0,1486.0,1860.0,2.0,168560.0,56000.0,36772.0,166.0,778.0,100492.0,2381942.0,128.0,39148.0
586,neg,3348.0,1136732.0,384.0,560750.0,486.0,0.0,127460.0,27400.0,32078.0,60.0,0.0,76300.0,2140986.0,316.0,31060.0
588,neg,2572030.0,3172880.0,238.0,669352.0,2980.0,91206.0,165120.0,140120.0,72858.0,166.0,1404.0,168916.0,6733414.0,882.0,143898.0
596,neg,1336.0,1540994.0,1240.0,693382.0,3488.0,112.0,427100.0,30160.0,13356.0,118.0,0.0,83434.0,2630358.0,108.0,34890.0
600,neg,6190.0,1845762.0,1716.0,170312.0,846.0,3102.0,215620.0,130480.0,66364.0,122.0,0.0,149436.0,3466586.0,342.0,39826.0
603,neg,2284.0,1165610.0,248.0,97412.0,1770.0,0.0,185440.0,85940.0,52328.0,40.0,0.0,146752.0,2429230.0,362.0,46596.0
606,neg,116886.0,1715894.0,312.0,128914.0,598.0,0.0,101240.0,5260.0,3976.0,94.0,0.0,128224.0,3126366.0,326.0,52358.0
607,neg,11362.0,3259270.0,1244.0,192366.0,7300.0,74.0,204520.0,199360.0,98276.0,152.0,0.0,556730.0,5004002.0,212.0,74986.0
609,neg,3881996.0,1902958.0,524.0,1792126.0,1754.0,69716.0,327580.0,116860.0,36368.0,130.0,1178.0,200502.0,4973278.0,2586.0,5550.0
612,neg,692.0,3010156.0,3890.0,269528.0,1726.0,0.0,318340.0,269800.0,92532.0,122.0,0.0,720328.0,3800354.0,1244.0,37026.0
613,neg,1894.0,1426996.0,272.0,290674.0,804.0,56.0,170500.0,125920.0,78284.0,148.0,0.0,185308.0,2262202.0,216.0,24014.0
614,neg,50678.0,1494458.0,728.0,606014.0,698.0,0.0,290720.0,186220.0,93646.0,188.0,294.0,252754.0,2368612.0,848.0,31838.0
617,neg,37172.0,2686738.0,220.0,3777388.0,392.0,24256.0,77340.0,65820.0,107180.0,68.0,304.0,398268.0,3799944.0,254.0,12944.0
618,neg,1816.0,1964688.0,228.0,176364.0,9820.0,8.0,145700.0,108640.0,79732.0,98.0,0.0,175234.0,1765952.0,202.0,53498.0
621,neg,432.0,2200354.0,2506.0,373416.0,1188.0,2.0,189900.0,133120.0,75204.0,134.0,0.0,182952.0,720604.0,272.0,62210.0
622,neg,649052.0,1800006.0,682.0,669720.0,3952.0,102722.0,340880.0,205980.0,83034.0,128.0,1450.0,126170.0,3232914.0,492.0,13244.0
623,neg,2588.0,2518032.0,700.0,1219984.0,3756.0,0.0,127700.0,35360.0,24202.0,154.0,0.0,296974.0,5383494.0,154.0,66294.0
624,neg,1062.0,1689054.0,600.0,854018.0,2848.0,0.0,136820.0,125340.0,102346.0,66.0,862.0,218502.0,2662958.0,140.0,35356.0
625,neg,2695192.0,8117654.0,504.0,2976512.0,9336.0,234994.0,276700.0,97500.0,31322.0,82.0,4156.0,305540.0,14783784.0,722.0,27276.0
626,neg,8280.0,2922946.0,542.0,3166064.0,2036.0,448.0,176260.0,104500.0,68904.0,250.0,2346.0,267708.0,5649260.0,348.0,65678.0
628,neg,384.0,1014904.0,3950.0,0.0,4604.0,468.0,275880.0,171240.0,93246.0,148.0,0.0,88344.0,1594458.0,210.0,12112.0
629,neg,1442.0,1935504.0,5616.0,50450.0,1086.0,428.0,171060.0,112660.0,68896.0,98.0,0.0,320318.0,3687426.0,180.0,36354.0
630,neg,18524.0,1249024.0,572.0,333514.0,1926.0,1426.0,319860.0,195280.0,113786.0,42.0,552.0,269244.0,2300288.0,372.0,27846.0
631,neg,1478.0,1111538.0,888.0,143024.0,1620.0,22008.0,164800.0,35480.0,23790.0,70.0,0.0,110484.0,2154834.0,160.0,33104.0
632,neg,110082.0,2472306.0,22392.0,4.0,720.0,15008.0,301560.0,63500.0,15532.0,282.0,352.0,267018.0,4271108.0,430.0,38440.0
637,neg,693254.0,784742.0,2834.0,1459602.0,7936.0,71504.0,333280.0,306220.0,116938.0,168.0,1330.0,1246158.0,1648502.0,2518.0,7430.0
638,neg,32864.0,2032364.0,700.0,503278.0,1324.0,9068.0,279500.0,206820.0,90048.0,126.0,736.0,186870.0,3200790.0,386.0,49962.0
643,neg,315180.0,5199368.0,2530.0,1939018.0,2342.0,0.0,103360.0,48040.0,57972.0,174.0,0.0,405772.0,4518770.0,292.0,199052.0
644,neg,894.0,1301750.0,388.0,1089146.0,376.0,0.0,233860.0,212700.0,102408.0,156.0,0.0,163716.0,2700622.0,188.0,42862.0
646,neg,11958.0,3314756.0,6464.0,383738.0,2064.0,484.0,156180.0,40080.0,23664.0,130.0,0.0,246832.0,6549162.0,212.0,149778.0
647,neg,5818.0,1932454.0,364.0,559374.0,1086.0,0.0,104960.0,54340.0,59396.0,130.0,0.0,167600.0,3666274.0,106.0,49062.0
648,neg,146028.0,3451108.0,2892.0,443234.0,6028.0,2134.0,111400.0,42260.0,33800.0,184.0,0.0,177830.0,6396490.0,622.0,91704.0
649,pos,21333132.0,26875368.0,6186.0,48285686.0,34994.0,1144070.0,265460.0,34220.0,86480.0,1032.0,5454.0,3557272.0,43559262.0,612.0,260914.0
650,neg,35692.0,1084712.0,316.0,85772.0,1296.0,5408.0,117340.0,9560.0,2126.0,70.0,0.0,70820.0,2058182.0,126.0,19400.0
652,neg,83200.0,1447976.0,780.0,16070.0,2332.0,0.0,177700.0,166780.0,101836.0,142.0,534.0,368612.0,2763948.0,212.0,33282.0
655,neg,1768.0,1133940.0,1764.0,0.0,1448.0,4.0,384540.0,361160.0,111848.0,168.0,0.0,135152.0,442106.0,150.0,9976.0
658,neg,338.0,1346356.0,1960.0,180728.0,526.0,0.0,256100.0,172480.0,58510.0,0.0,678.0,202942.0,0.0,218.0,33190.0
660,neg,2244.0,1138146.0,370.0,136948.0,482.0,0.0,213900.0,128100.0,58198.0,120.0,0.0,110074.0,2430764.0,2104.0,54066.0
661,neg,1068.0,1686396.0,1670.0,843238.0,988.0,2158.0,139240.0,61640.0,46184.0,178.0,0.0,237090.0,2141118.0,294.0,34770.0
662,neg,1978.0,1912752.0,1824.0,3979852.0,2124.0,0.0,263260.0,164960.0,73664.0,488.0,0.0,393728.0,2999704.0,436.0,16720.0
663,neg,1192.0,1367440.0,6554.0,492760.0,2250.0,0.0,250580.0,144600.0,78144.0,62.0,600.0,181550.0,2332792.0,354.0,21382.0
664,neg,1516.0,1508024.0,716.0,2860890.0,2366.0,552.0,217720.0,169740.0,89788.0,118.0,422.0,174760.0,2471684.0,270.0,23876.0
665,neg,318598.0,1759248.0,1168.0,1137554.0,248.0,54226.0,105120.0,45780.0,36458.0,78.0,436.0,120042.0,3504574.0,260.0,49572.0
666,neg,1378.0,936692.0,3110.0,2.0,2434.0,0.0,291600.0,238860.0,99178.0,48.0,0.0,135990.0,1729712.0,232.0,25246.0
669,neg,74066.0,2401812.0,734.0,362876.0,758.0,0.0,164100.0,128360.0,96868.0,110.0,0.0,165194.0,4520584.0,402.0,65014.0
670,neg,22536.0,200494.0,338.0,2502294.0,1964.0,26242.0,323720.0,227760.0,99862.0,68.0,972.0,82400.0,2418626.0,146.0,10276.0
672,neg,1540.0,1608836.0,260.0,327306.0,686.0,84.0,136180.0,840.0,118658.0,98.0,0.0,70156.0,1494300.0,144.0,42580.0
677,neg,242.0,1597342.0,600.0,1918426.0,646.0,0.0,179020.0,71300.0,39632.0,82.0,0.0,217982.0,2942774.0,136.0,29664.0
680,neg,653522.0,684940.0,626.0,1505526.0,2196.0,16084.0,194680.0,90880.0,66796.0,0.0,672.0,73934.0,0.0,1178.0,5734.0
681,neg,1878.0,1229042.0,394.0,56112.0,696.0,612.0,229420.0,18700.0,7862.0,62.0,0.0,65694.0,1505314.0,300.0,38044.0
682,neg,1650.0,1903226.0,1238.0,1028656.0,2042.0,0.0,215420.0,177800.0,88090.0,212.0,610.0,383298.0,2672412.0,456.0,45558.0
683,neg,446.0,1107700.0,628.0,104384.0,710.0,0.0,226480.0,134660.0,82832.0,110.0,0.0,112840.0,1607016.0,334.0,37216.0
690,neg,1306.0,1457842.0,506.0,181496.0,576.0,8.0,195380.0,112780.0,105986.0,52.0,0.0,168510.0,2917792.0,254.0,60026.0
694,neg,201604.0,1119456.0,364.0,234560.0,468.0,24974.0,267520.0,42000.0,26424.0,40.0,0.0,151148.0,2184122.0,144.0,32196.0
697,neg,598380.0,1380574.0,472.0,671848.0,512.0,0.0,234160.0,145160.0,65860.0,76.0,0.0,168692.0,2263500.0,602.0,42342.0
700,neg,576.0,1191304.0,228.0,401956.0,2818.0,0.0,148460.0,44800.0,39274.0,84.0,1018.0,83138.0,2444502.0,116.0,43580.0
702,neg,1974954.0,1027580.0,180.0,1076236.0,378.0,24214.0,170120.0,35760.0,16056.0,76.0,344.0,54204.0,2097160.0,158.0,2996.0
703,neg,151140.0,1115098.0,356.0,839120.0,312.0,0.0,219200.0,20160.0,9736.0,76.0,0.0,74240.0,2107802.0,134.0,44926.0
704,neg,1966.0,1705202.0,32662.0,6894.0,772.0,0.0,104860.0,64440.0,54938.0,102.0,0.0,274086.0,3206190.0,242.0,21066.0
705,neg,2132.0,1229942.0,732.0,1194184.0,9694.0,0.0,311900.0,116080.0,48956.0,100.0,0.0,113634.0,1783536.0,288.0,22694.0
709,neg,157538.0,1619188.0,176.0,193668.0,874.0,1730.0,355760.0,352800.0,96064.0,72.0,0.0,95692.0,2908436.0,256.0,64440.0
710,neg,0.0,6573390.0,338.0,0.0,0.0,0.0,225220.0,40760.0,21728.0,242.0,0.0,0.0,12658346.0,1296.0,46458.0
712,neg,302.0,1294818.0,234.0,575930.0,392.0,10.0,155960.0,45900.0,36040.0,88.0,0.0,162326.0,2303378.0,182.0,23240.0
713,neg,6438.0,869852.0,1344.0,15876.0,700.0,6.0,376460.0,341520.0,116638.0,42.0,0.0,60832.0,1738230.0,146.0,32548.0
719,neg,638.0,2632694.0,898.0,472454.0,6980.0,14.0,442880.0,101660.0,16416.0,146.0,0.0,354400.0,5479272.0,278.0,89772.0
720,neg,242602.0,2237378.0,348.0,632502.0,1030.0,37704.0,176620.0,50940.0,42752.0,172.0,0.0,142446.0,3197170.0,210.0,148246.0
722,neg,17188.0,1163796.0,504.0,126784.0,816.0,17614.0,155540.0,55620.0,41834.0,110.0,0.0,72578.0,1398578.0,384.0,36280.0
723,neg,288.0,1219216.0,3436.0,449978.0,416.0,16.0,252960.0,116540.0,49822.0,106.0,540.0,238306.0,2190012.0,188.0,31510.0
724,neg,2357732.0,1479252.0,366.0,3118194.0,13968.0,18738.0,257980.0,206180.0,112822.0,120.0,1870.0,250940.0,2278642.0,2468.0,1686.0
725,neg,20190.0,2074760.0,670.0,0.0,5070.0,0.0,383900.0,60100.0,13626.0,668.0,0.0,258650.0,4130470.0,394.0,47110.0
726,neg,66532.0,1146566.0,606.0,183296.0,774.0,260.0,183400.0,81080.0,62298.0,152.0,0.0,92150.0,1776194.0,168.0,51700.0
728,neg,1730.0,1026804.0,1418.0,1203118.0,6180.0,0.0,284860.0,267100.0,116514.0,48.0,670.0,68212.0,1884874.0,192.0,24578.0
733,neg,332.0,1166130.0,1746.0,322880.0,988.0,0.0,117220.0,49620.0,32526.0,54.0,0.0,96318.0,2398340.0,126.0,11834.0
735,neg,1105460.0,1598240.0,140.0,2730078.0,2512.0,36464.0,164960.0,7660.0,4344.0,118.0,662.0,80650.0,3119470.0,532.0,2318.0
737,neg,1158.0,1449576.0,3710.0,193864.0,1858.0,4.0,227740.0,218720.0,97478.0,82.0,0.0,263576.0,2177274.0,474.0,18224.0
742,neg,818.0,7591834.0,46.0,347246.0,172.0,1306.0,210340.0,119240.0,62936.0,18.0,0.0,56348.0,623894.0,94.0,17396.0
744,neg,26794.0,2582160.0,1142.0,1142222.0,3934.0,0.0,227640.0,158620.0,87600.0,64.0,1430.0,300890.0,4563776.0,226.0,150668.0
747,neg,888.0,875712.0,898.0,14082.0,584.0,0.0,221200.0,197840.0,101072.0,52.0,0.0,73056.0,1813382.0,120.0,15408.0
749,pos,6046848.0,9383512.0,12492.0,10708528.0,57096.0,230214.0,330380.0,71820.0,10950.0,410.0,7114.0,1627112.0,12114810.0,800.0,71196.0
750,neg,0.0,16640918.0,762.0,0.0,0.0,0.0,296320.0,252500.0,36814.0,0.0,0.0,0.0,0.0,2980.0,17016.0
751,neg,3775258.0,3257302.0,722.0,3741692.0,2210.0,116698.0,153380.0,66680.0,56274.0,170.0,902.0,310556.0,6297804.0,1066.0,19372.0
752,neg,334.0,1118266.0,298.0,1498434.0,12198.0,36726.0,446900.0,272600.0,70184.0,66.0,0.0,148658.0,2037552.0,180.0,10608.0
755,neg,509118.0,606656.0,208.0,301236.0,1058.0,23732.0,191700.0,84220.0,41064.0,64.0,484.0,272554.0,1239996.0,386.0,8120.0
756,neg,4380.0,1021730.0,3478.0,370470.0,1124.0,4644.0,224180.0,198260.0,104564.0,42.0,376.0,80118.0,1420928.0,316.0,25830.0
761,neg,85210.0,1278876.0,456.0,221358.0,328.0,4298.0,255760.0,206940.0,91556.0,40.0,736.0,84270.0,1528516.0,144.0,54930.0
763,neg,188.0,1059022.0,2308.0,448920.0,1604.0,1400.0,140740.0,30320.0,17992.0,128.0,0.0,130018.0,1978290.0,238.0,35644.0
765,neg,1352.0,842998.0,3284.0,81598.0,3424.0,0.0,202840.0,124320.0,84448.0,84.0,0.0,91606.0,1763242.0,1034.0,26784.0
767,neg,3192.0,2748440.0,1734.0,4.0,7420.0,0.0,243740.0,128540.0,60314.0,140.0,694.0,291974.0,4700078.0,862.0,83352.0
768,neg,9868.0,1047594.0,98.0,2593326.0,2834.0,10878.0,276660.0,98040.0,40920.0,136.0,724.0,430220.0,2103514.0,702.0,1090.0
775,neg,3546700.0,5593652.0,390.0,2906378.0,26734.0,570446.0,120540.0,75780.0,59918.0,118.0,3296.0,735572.0,9576336.0,526.0,2698.0
777,neg,630.0,1291678.0,392.0,380806.0,160.0,0.0,108840.0,32320.0,33144.0,52.0,534.0,95732.0,1155016.0,246.0,52498.0
778,neg,84.0,1146026.0,208.0,994.0,1626.0,0.0,182460.0,54900.0,32766.0,122.0,0.0,185142.0,2082120.0,192.0,43104.0
779,neg,552.0,761638.0,820.0,72186.0,790.0,98.0,167280.0,88840.0,69972.0,28.0,0.0,70130.0,1640214.0,108.0,17592.0
780,neg,1352.0,1291690.0,4266.0,870.0,10476.0,104.0,236400.0,108080.0,52882.0,44.0,0.0,260958.0,2380290.0,218.0,16244.0
783,neg,2492.0,1353164.0,1164.0,1508876.0,5904.0,264.0,185780.0,173860.0,89246.0,78.0,0.0,183470.0,2213934.0,198.0,26346.0
785,neg,0.0,13190802.0,0.0,0.0,0.0,0.0,286440.0,68860.0,117286.0,210.0,0.0,0.0,10829264.0,0.0,0.0
788,neg,574.0,1181854.0,2016.0,295072.0,858.0,2.0,216580.0,18260.0,11646.0,142.0,0.0,133108.0,1960268.0,142.0,19070.0
791,neg,9384.0,1116550.0,408.0,15288.0,474.0,692.0,236780.0,70640.0,27714.0,94.0,0.0,121360.0,1066098.0,254.0,40106.0
794,neg,452034.0,1371948.0,2414.0,128782.0,1086.0,0.0,213540.0,163040.0,101094.0,90.0,0.0,112566.0,2660446.0,298.0,32712.0
797,neg,17438.0,1591966.0,608.0,218302.0,6158.0,0.0,524900.0,47040.0,10922.0,152.0,0.0,262320.0,2545524.0,246.0,29964.0
798,neg,27052.0,665276.0,404.0,950748.0,2876.0,19932.0,349520.0,241060.0,69226.0,62.0,722.0,373572.0,1173030.0,116.0,1046.0
799,neg,14004.0,1571510.0,682.0,3555292.0,3364.0,5292.0,174740.0,52640.0,35808.0,94.0,708.0,479268.0,1958440.0,2270.0,4188.0
805,neg,1770.0,1903840.0,11176.0,562966.0,3198.0,1112.0,229280.0,10300.0,120562.0,240.0,0.0,158408.0,3683630.0,396.0,52740.0
807,neg,1084.0,1230772.0,94.0,1201466.0,21160.0,0.0,317860.0,137740.0,68592.0,76.0,0.0,138268.0,2376756.0,218.0,43172.0
811,neg,1442.0,2056314.0,658.0,1085258.0,1198.0,0.0,111240.0,15400.0,11012.0,118.0,0.0,236148.0,3938168.0,312.0,74254.0
813,neg,1320.0,1341914.0,628.0,637160.0,1328.0,0.0,290800.0,195400.0,89222.0,98.0,0.0,285016.0,2473818.0,116.0,23870.0
814,neg,4522.0,1905360.0,5240.0,323464.0,3410.0,350.0,157500.0,71160.0,52444.0,118.0,0.0,153162.0,3035466.0,926.0,48662.0
815,neg,3298.0,686014.0,106.0,884914.0,3304.0,0.0,262000.0,111500.0,51282.0,0.0,840.0,72400.0,0.0,74.0,33986.0
817,neg,4470.0,1760966.0,3452.0,2.0,1358.0,252.0,137120.0,24640.0,17456.0,62.0,0.0,102462.0,2983670.0,236.0,42122.0
818,neg,1333662.0,3491846.0,450.0,3291336.0,10496.0,205036.0,129420.0,96960.0,91962.0,170.0,2430.0,289556.0,6298554.0,702.0,14664.0
821,neg,921520.0,1085282.0,108.0,1167834.0,1380.0,50234.0,223260.0,69540.0,28978.0,66.0,570.0,64186.0,2025406.0,3526.0,3316.0
826,neg,164.0,2267088.0,590.0,786350.0,2172.0,0.0,246600.0,127460.0,72644.0,82.0,1182.0,199444.0,4199194.0,158.0,60310.0
830,pos,4005628.0,13581256.0,11340.0,3976278.0,1472.0,147566.0,724460.0,311860.0,14860.0,20.0,194.0,536696.0,2006450.0,4158.0,239010.0
834,neg,358.0,1099990.0,886.0,1260.0,1098.0,0.0,161740.0,44020.0,31594.0,48.0,0.0,93406.0,2223820.0,76.0,22630.0
838,neg,4058.0,1576710.0,1876.0,570888.0,428.0,10932.0,90540.0,1360.0,119748.0,60.0,0.0,84024.0,2606834.0,642.0,46350.0
843,neg,388952.0,26096922.0,25190.0,546260.0,65568.0,832.0,179600.0,121140.0,62748.0,6984.0,0.0,9781904.0,98742.0,100.0,312.0
848,neg,7138.0,2648802.0,666.0,748438.0,1132.0,153664.0,168840.0,24220.0,10352.0,86.0,760.0,293314.0,4992306.0,210.0,70070.0
849,neg,117162.0,4261016.0,1716.0,2062438.0,28634.0,76.0,356840.0,197020.0,98080.0,334.0,3862.0,326634.0,6345268.0,850.0,77048.0
851,neg,30188.0,1365056.0,470.0,266474.0,1472.0,15852.0,185780.0,80460.0,48332.0,72.0,396.0,105556.0,2422098.0,170.0,34550.0
853,neg,69564.0,907318.0,702.0,97478.0,676.0,6404.0,177100.0,47480.0,23808.0,74.0,0.0,63460.0,1609262.0,60.0,19490.0
856,neg,0.0,13473236.0,17902.0,0.0,0.0,0.0,275020.0,303880.0,95770.0,0.0,0.0,0.0,0.0,368.0,131548.0
858,neg,318.0,1381680.0,398.0,557108.0,432.0,162.0,210860.0,110560.0,63170.0,26.0,200.0,109524.0,1282892.0,362.0,116492.0
860,neg,1374.0,1307858.0,634.0,242104.0,2134.0,24.0,268180.0,96660.0,45250.0,82.0,0.0,107946.0,2057958.0,80.0,32874.0
861,neg,468.0,830894.0,462.0,287626.0,2218.0,0.0,203580.0,131120.0,84352.0,66.0,646.0,99444.0,1478770.0,152.0,17994.0
863,neg,1014.0,1451772.0,1482.0,262326.0,280.0,2322.0,138760.0,87580.0,70958.0,42.0,0.0,105838.0,2662520.0,200.0,48986.0
864,neg,324192.0,2472050.0,354.0,3009504.0,4662.0,50314.0,141800.0,35600.0,11090.0,98.0,0.0,254700.0,4956040.0,296.0,52680.0
866,neg,153728.0,1240848.0,466.0,242070.0,5264.0,4710.0,212740.0,89940.0,39338.0,52.0,0.0,66260.0,2451620.0,324.0,34178.0
873,neg,803614.0,1442940.0,754.0,3543900.0,3104.0,22678.0,371500.0,234140.0,64722.0,138.0,1920.0,165120.0,2681202.0,460.0,2058.0
876,neg,53392.0,931272.0,1594.0,425922.0,3778.0,340.0,199440.0,229260.0,118060.0,66.0,0.0,129114.0,1853322.0,220.0,21194.0
878,neg,690.0,1102350.0,658.0,536688.0,694.0,0.0,184600.0,50560.0,35448.0,64.0,0.0,90658.0,1643300.0,142.0,67930.0
